id,date,user_id,product,campaign_id,webpage_id,product_category_id,user_group_id,gender,age_level,user_depth,var_1,isClick
135611,2024/7/3 17:02,26276,1,8,7,4,,,,,0,0
115407,2024/7/3 11:56,54326,3,0,0,0,3.0,Male,3.0,3.0,0,0
310219,2024/7/5 21:12,25142,1,3,0,3,2.0,Male,2.0,3.0,1,0
308165,2024/7/5 20:53,107055,0,0,0,0,3.0,Male,3.0,3.0,1,0
281924,2024/7/5 16:36,33065,0,2,2,2,3.0,Male,3.0,3.0,1,1
71929,2024/7/2 20:50,37268,0,0,0,0,2.0,Male,2.0,3.0,0,0
12220,2024/7/2 7:42,7407,5,5,4,0,4.0,Male,4.0,3.0,1,1
83181,2024/7/3 5:16,41926,0,2,2,2,2.0,Male,2.0,3.0,1,0
311037,2024/7/5 21:21,116253,0,0,0,0,8.0,Female,2.0,3.0,0,1
38922,2024/7/2 13:36,21629,0,0,0,0,3.0,Male,3.0,3.0,1,1
100107,2024/7/3 8:49,35727,0,0,0,0,3.0,Male,3.0,3.0,1,0
25076,2024/7/2 10:47,13248,3,2,2,2,2.0,Male,2.0,3.0,0,0
15761,2024/7/2 8:38,9489,0,2,2,2,1.0,Male,1.0,3.0,1,1
58258,2024/7/2 18:17,28618,3,2,2,2,2.0,Male,2.0,3.0,0,1
76669,2024/7/2 22:00,39343,4,3,0,3,3.0,Male,3.0,3.0,0,1
58375,2024/7/2 18:19,31069,0,1,1,1,4.0,Male,4.0,3.0,1,0
184778,2024/7/4 12:16,2000,5,7,6,4,1.0,Male,1.0,3.0,0,0
8569,2024/7/2 6:46,5131,0,0,0,0,3.0,Male,3.0,3.0,1,0
280336,2024/7/5 16:15,589,4,6,5,2,10.0,Female,4.0,3.0,1,1
235636,2024/7/5 4:37,95509,0,0,0,0,2.0,Male,2.0,3.0,0,0
135338,2024/7/3 16:57,58126,3,0,0,2,4.0,Male,4.0,3.0,0,0
240620,2024/7/5 6:40,97004,3,0,0,0,3.0,Male,3.0,3.0,0,0
252416,2024/7/5 9:47,27006,3,2,2,2,3.0,Male,3.0,3.0,1,1
146279,2024/7/3 19:28,65741,7,5,4,3,3.0,Male,3.0,3.0,1,1
62694,2024/7/2 19:14,33049,0,0,0,0,2.0,Male,2.0,3.0,1,1
54240,2024/7/2 17:15,29052,1,8,7,4,2.0,Male,2.0,3.0,0,0
98890,2024/7/3 8:36,11869,0,0,0,0,11.0,Female,5.0,3.0,0,0
236481,2024/7/5 5:10,11615,3,1,1,0,3.0,Male,3.0,3.0,1,1
260641,2024/7/5 11:35,102795,5,0,0,0,1.0,Male,1.0,3.0,0,0
122384,2024/7/3 13:40,56809,3,0,0,0,3.0,Male,3.0,3.0,1,0
273942,2024/7/5 14:44,106576,1,1,1,3,3.0,Male,3.0,2.0,0,0
35172,2024/7/2 12:49,9282,1,7,6,4,2.0,Male,2.0,3.0,1,0
201620,2024/7/4 16:21,65577,3,2,2,2,3.0,Male,3.0,3.0,1,0
126961,2024/7/3 14:44,58604,3,0,0,0,4.0,Male,4.0,3.0,0,0
170366,2024/7/4 8:12,74356,5,0,0,0,4.0,Male,4.0,3.0,0,1
61834,2024/7/2 19:04,16411,4,3,0,3,4.0,Male,4.0,3.0,1,0
199356,2024/7/4 15:39,84328,0,3,0,1,10.0,Female,4.0,3.0,1,1
157407,2024/7/3 21:25,69870,9,8,7,4,2.0,Male,2.0,3.0,0,0
1820,2024/7/2 3:52,853,0,1,1,1,4.0,Male,4.0,3.0,0,0
66701,2024/7/2 19:59,18864,0,2,2,3,3.0,Male,3.0,3.0,0,1
174344,2024/7/4 9:38,22699,3,2,2,2,2.0,Male,2.0,3.0,0,1
217440,2024/7/4 19:42,90080,0,0,0,0,3.0,Male,3.0,3.0,0,0
191947,2024/7/4 13:55,81864,3,2,2,3,4.0,Male,4.0,3.0,1,1
207102,2024/7/4 17:49,68769,3,0,0,0,4.0,Male,4.0,3.0,1,0
91889,2024/7/3 7:19,12213,3,0,0,3,5.0,Male,5.0,2.0,0,1
22817,2024/7/2 10:20,13454,0,2,2,2,2.0,Male,2.0,3.0,0,1
85444,2024/7/3 6:01,43018,0,3,0,1,4.0,Male,4.0,3.0,1,0
139101,2024/7/3 17:55,63128,3,0,0,0,3.0,Male,3.0,3.0,1,0
196509,2024/7/4 14:58,29057,0,7,6,4,7.0,Female,1.0,3.0,0,1
217296,2024/7/4 19:41,31846,3,8,7,4,4.0,Male,4.0,3.0,0,1
201193,2024/7/4 16:13,84954,0,2,2,2,5.0,Male,5.0,3.0,0,0
242151,2024/7/5 7:05,97449,0,2,2,2,1.0,Male,1.0,3.0,0,1
162856,2024/7/4 4:51,71620,1,8,7,4,6.0,Male,6.0,3.0,1,0
14464,2024/7/2 8:18,8660,0,3,0,1,2.0,Male,2.0,3.0,0,1
104556,2024/7/3 9:39,50270,0,3,0,1,4.0,Male,4.0,3.0,0,0
66671,2024/7/2 19:59,34871,0,2,2,2,4.0,Male,4.0,3.0,1,1
71167,2024/7/2 20:43,34505,1,1,1,3,2.0,Male,2.0,3.0,0,0
47274,2024/7/2 15:19,25525,4,3,0,3,2.0,Male,2.0,3.0,1,0
32559,2024/7/2 12:17,18504,8,4,3,4,3.0,Male,3.0,3.0,1,1
247062,2024/7/5 8:22,755,0,3,0,1,3.0,Male,3.0,3.0,1,0
224986,2024/7/4 20:41,54799,3,0,0,0,2.0,Male,2.0,3.0,0,1
25850,2024/7/2 10:55,15029,1,8,7,4,1.0,Male,1.0,3.0,0,0
86045,2024/7/3 6:10,43275,5,5,4,0,6.0,Male,6.0,3.0,1,0
112804,2024/7/3 11:19,1424,0,2,2,2,3.0,Male,3.0,3.0,1,1
154739,2024/7/3 20:53,68833,9,8,7,4,5.0,Male,5.0,3.0,1,0
260589,2024/7/5 11:35,24363,0,2,2,2,3.0,Male,3.0,3.0,1,0
238765,2024/7/5 6:08,55766,7,5,4,3,8.0,Female,2.0,3.0,1,1
268129,2024/7/5 13:26,104923,0,2,2,2,2.0,Male,2.0,3.0,0,0
21200,2024/7/2 9:59,12459,0,3,0,2,8.0,Female,2.0,3.0,0,0
174670,2024/7/4 9:45,46279,0,3,0,1,3.0,Male,3.0,3.0,0,0
229981,2024/7/4 21:26,396,3,3,0,2,4.0,Male,4.0,3.0,1,0
272596,2024/7/5 14:26,106167,0,2,2,2,2.0,Male,2.0,3.0,0,1
2106,2024/7/2 4:02,1185,3,1,1,1,2.0,Male,2.0,3.0,0,1
297743,2024/7/5 19:32,100665,0,0,0,0,3.0,Male,3.0,3.0,0,1
194770,2024/7/4 14:34,82824,0,3,0,2,3.0,Male,3.0,3.0,1,0
227698,2024/7/4 21:04,93217,9,8,7,4,1.0,Male,1.0,3.0,0,1
286519,2024/7/5 17:35,28240,0,0,0,0,3.0,Male,3.0,3.0,1,0
273552,2024/7/5 14:39,35381,4,5,4,3,4.0,Male,4.0,3.0,1,0
123851,2024/7/3 14:03,57395,0,2,2,2,3.0,Male,3.0,3.0,1,0
217348,2024/7/4 19:42,90052,3,7,6,4,2.0,Male,2.0,3.0,0,0
200792,2024/7/4 16:05,84810,3,0,0,0,3.0,Male,3.0,3.0,1,1
93386,2024/7/3 7:35,46051,0,2,2,2,3.0,Male,3.0,3.0,0,1
115493,2024/7/3 11:57,53092,4,7,6,4,7.0,Female,1.0,2.0,1,0
178270,2024/7/4 10:36,77180,3,2,2,2,3.0,Male,3.0,3.0,1,0
269456,2024/7/5 13:43,2333,9,8,7,4,2.0,Male,2.0,3.0,1,0
262813,2024/7/5 12:06,56642,3,0,0,3,2.0,Male,2.0,3.0,0,0
150204,2024/7/3 20:07,67209,0,2,2,2,3.0,Male,3.0,3.0,1,1
168376,2024/7/4 7:26,73625,5,4,3,4,4.0,Male,4.0,3.0,0,1
310966,2024/7/5 21:21,116237,0,2,2,2,2.0,Male,2.0,3.0,1,1
269292,2024/7/5 13:41,12779,9,2,2,3,3.0,Male,3.0,3.0,1,0
78720,2024/7/2 23:35,12560,1,8,7,4,2.0,Male,2.0,3.0,1,0
277519,2024/7/5 15:31,18154,0,0,0,0,2.0,Male,2.0,3.0,1,0
264807,2024/7/5 12:35,104002,3,0,0,3,9.0,Female,3.0,3.0,1,0
97831,2024/7/3 8:25,47723,3,0,0,0,4.0,Male,4.0,2.0,0,1
179614,2024/7/4 10:56,77667,0,2,2,2,5.0,Male,5.0,3.0,0,0
214014,2024/7/4 19:11,23200,0,2,2,2,3.0,Male,3.0,2.0,1,1
178856,2024/7/4 10:45,77383,3,3,0,2,3.0,Male,3.0,2.0,0,1
72570,2024/7/2 20:55,24470,3,7,6,4,2.0,Male,2.0,3.0,1,1
129586,2024/7/3 15:19,59533,4,8,7,4,9.0,Female,3.0,3.0,0,1
233908,2024/7/5 1:22,95040,5,0,0,0,3.0,Male,3.0,3.0,0,0
166285,2024/7/4 6:40,25833,4,8,7,4,2.0,Male,2.0,3.0,0,0
95465,2024/7/3 7:59,8014,1,3,0,3,4.0,Male,4.0,3.0,1,0
309059,2024/7/5 21:01,4447,3,8,7,4,1.0,Male,1.0,2.0,0,1
27363,2024/7/2 11:13,15857,9,2,2,3,3.0,Male,3.0,3.0,1,1
258985,2024/7/5 11:14,21703,3,6,5,2,4.0,Male,4.0,3.0,1,1
304292,2024/7/5 20:23,114536,0,2,2,2,3.0,Male,3.0,3.0,1,0
99457,2024/7/3 8:42,48346,1,7,6,4,4.0,Male,4.0,3.0,0,0
24771,2024/7/2 10:44,14465,3,0,0,0,2.0,Male,2.0,3.0,1,0
232509,2024/7/4 22:25,69030,1,8,7,4,,,,,0,0
66957,2024/7/2 20:02,35007,0,2,2,2,3.0,Male,3.0,2.0,0,1
264820,2024/7/5 12:35,104008,0,1,1,1,3.0,Male,3.0,3.0,0,1
267732,2024/7/5 13:21,104805,0,2,2,2,2.0,Male,2.0,2.0,0,0
146972,2024/7/3 19:35,17926,3,0,0,2,2.0,Male,2.0,3.0,1,0
168345,2024/7/4 7:25,73610,8,4,3,4,1.0,Male,1.0,3.0,0,1
34306,2024/7/2 12:38,15986,6,7,6,4,1.0,Male,1.0,3.0,0,0
131712,2024/7/3 15:54,46909,4,5,4,3,8.0,Female,2.0,2.0,1,0
222730,2024/7/4 20:25,1304,3,1,1,2,3.0,Male,3.0,3.0,0,0
210400,2024/7/4 18:33,23808,3,0,0,0,3.0,Male,3.0,3.0,1,1
231746,2024/7/4 22:04,6057,0,2,2,2,2.0,Male,2.0,3.0,1,1
53898,2024/7/2 17:11,28891,4,5,4,3,3.0,Male,3.0,3.0,0,1
167786,2024/7/4 7:12,73329,0,1,1,1,3.0,Male,3.0,3.0,1,0
227354,2024/7/4 21:01,93099,3,0,0,2,3.0,Male,3.0,3.0,1,1
151028,2024/7/3 20:15,67480,3,2,2,2,3.0,Male,3.0,3.0,1,1
283462,2024/7/5 16:55,79446,3,9,8,1,3.0,Male,3.0,3.0,1,0
73071,2024/7/2 21:00,2785,4,5,4,2,3.0,Male,3.0,3.0,1,1
284973,2024/7/5 17:15,15928,0,0,0,0,2.0,Male,2.0,3.0,0,1
72799,2024/7/2 20:57,37637,0,2,2,2,2.0,Male,2.0,3.0,0,0
76675,2024/7/2 22:00,39348,0,3,0,1,4.0,Male,4.0,2.0,0,0
150312,2024/7/3 20:08,16667,0,7,6,4,2.0,Male,2.0,3.0,1,1
226458,2024/7/4 20:53,69729,3,0,0,0,2.0,Male,2.0,3.0,0,1
122793,2024/7/3 13:46,21490,3,0,0,0,9.0,Female,3.0,3.0,1,1
269877,2024/7/5 13:49,17192,0,0,0,0,3.0,Male,3.0,3.0,0,0
177051,2024/7/4 10:20,76154,0,3,0,1,2.0,Male,2.0,3.0,0,1
8638,2024/7/2 6:47,702,3,3,0,0,2.0,Male,2.0,3.0,1,0
139768,2024/7/3 18:05,45646,4,3,0,3,3.0,Male,3.0,3.0,1,0
298844,2024/7/5 19:41,113113,4,5,4,3,3.0,Male,3.0,3.0,0,0
166797,2024/7/4 6:51,6832,7,4,3,4,,,,,0,0
152914,2024/7/3 20:33,52372,3,2,2,3,5.0,Male,5.0,3.0,0,1
26822,2024/7/2 11:07,15564,0,0,0,0,3.0,Male,3.0,3.0,1,1
287761,2024/7/5 17:51,110239,7,5,4,3,3.0,Male,3.0,3.0,0,0
300521,2024/7/5 19:53,113557,0,0,0,0,4.0,Male,4.0,2.0,0,0
224188,2024/7/4 20:35,92122,0,3,0,1,4.0,Male,4.0,3.0,0,0
91251,2024/7/3 7:12,36114,0,0,0,0,2.0,Male,2.0,3.0,1,0
63805,2024/7/2 19:27,13811,5,0,0,0,4.0,Male,4.0,2.0,1,0
98942,2024/7/3 8:36,19712,0,0,0,1,9.0,Female,3.0,3.0,0,0
151258,2024/7/3 20:17,8299,1,8,7,4,1.0,Male,1.0,3.0,0,0
15191,2024/7/2 8:30,9148,5,5,4,0,2.0,Male,2.0,3.0,0,1
176597,2024/7/4 10:15,76568,0,2,2,2,3.0,Male,3.0,3.0,0,1
177652,2024/7/4 10:28,68771,5,5,4,0,5.0,Male,5.0,3.0,1,1
219009,2024/7/4 19:56,90591,1,4,3,4,10.0,Female,4.0,2.0,1,1
294543,2024/7/5 19:05,18154,1,7,6,4,2.0,Male,2.0,3.0,1,1
40941,2024/7/2 14:01,22570,3,2,2,2,3.0,Male,3.0,2.0,1,1
226750,2024/7/4 20:56,83780,7,5,4,3,4.0,Male,4.0,3.0,1,0
135713,2024/7/3 17:04,50615,4,3,0,3,2.0,Male,2.0,3.0,0,0
234575,2024/7/5 3:42,32251,0,2,2,2,3.0,Male,3.0,3.0,0,1
141163,2024/7/3 18:26,63892,0,3,0,2,4.0,Male,4.0,3.0,0,0
30746,2024/7/2 11:56,17532,5,5,4,0,,,,,0,0
244635,2024/7/5 7:44,98221,1,7,6,4,2.0,Male,2.0,3.0,0,1
313870,2024/7/5 23:06,110607,0,0,0,0,2.0,Male,2.0,3.0,0,0
47502,2024/7/2 15:23,25647,3,2,2,2,3.0,Male,3.0,3.0,0,1
263665,2024/7/5 12:19,76651,0,0,0,0,2.0,Male,2.0,3.0,1,1
90366,2024/7/3 7:03,44926,0,0,0,0,3.0,Male,3.0,3.0,0,0
241384,2024/7/5 6:52,61840,3,2,2,2,3.0,Male,3.0,3.0,1,1
310952,2024/7/5 21:21,107437,9,8,7,4,2.0,Male,2.0,3.0,1,0
220834,2024/7/4 20:10,91143,0,2,2,2,3.0,Male,3.0,3.0,1,0
13882,2024/7/2 8:10,8375,3,2,2,2,,,,,0,1
34088,2024/7/2 12:35,19253,0,0,0,0,2.0,Male,2.0,3.0,1,1
63486,2024/7/2 19:23,33396,0,2,2,2,4.0,Male,4.0,3.0,0,0
117516,2024/7/3 12:25,9818,1,3,0,3,3.0,Male,3.0,3.0,0,1
307515,2024/7/5 20:47,115355,0,2,2,2,7.0,Female,1.0,3.0,0,0
225801,2024/7/4 20:48,92614,0,0,0,0,1.0,Male,1.0,2.0,0,0
3467,2024/7/2 4:41,1874,3,1,1,0,10.0,Female,4.0,3.0,0,1
248484,2024/7/5 8:43,19625,9,8,7,4,8.0,Female,2.0,3.0,0,0
270908,2024/7/5 14:05,81043,0,2,2,2,5.0,Male,5.0,1.0,0,0
199396,2024/7/4 15:40,84344,5,5,4,0,1.0,Male,1.0,3.0,1,1
245695,2024/7/5 8:00,48326,1,7,6,4,3.0,Male,3.0,1.0,1,1
139940,2024/7/3 18:08,5618,4,3,0,3,3.0,Male,3.0,3.0,1,0
237631,2024/7/5 5:44,36275,3,2,2,3,2.0,Male,2.0,3.0,1,0
69172,2024/7/2 20:23,36046,5,5,4,0,1.0,Male,1.0,3.0,0,1
5314,2024/7/2 5:43,3184,0,2,2,3,8.0,Female,2.0,3.0,1,1
117196,2024/7/3 12:21,33051,7,4,3,4,1.0,Male,1.0,1.0,0,0
21002,2024/7/2 9:57,12464,0,0,0,0,3.0,Male,3.0,3.0,0,0
189933,2024/7/4 13:28,81197,8,4,3,4,3.0,Male,3.0,3.0,1,1
289327,2024/7/5 18:10,75725,3,2,2,2,3.0,Male,3.0,3.0,1,1
96553,2024/7/3 8:11,47253,0,0,0,1,10.0,Female,4.0,3.0,1,1
96370,2024/7/3 8:09,14788,0,0,0,0,3.0,Male,3.0,3.0,0,1
229742,2024/7/4 21:23,55387,2,2,2,2,3.0,Male,3.0,3.0,1,0
230734,2024/7/4 21:40,38740,1,8,7,4,2.0,Male,2.0,3.0,1,1
298007,2024/7/5 19:34,49682,5,3,0,3,3.0,Male,3.0,3.0,0,1
55360,2024/7/2 17:34,29603,0,2,2,2,12.0,Female,6.0,3.0,1,1
171337,2024/7/4 8:32,33706,0,2,2,2,2.0,Male,2.0,3.0,0,0
39071,2024/7/2 13:38,21694,5,5,4,0,3.0,Male,3.0,3.0,1,0
293714,2024/7/5 18:57,53286,7,4,3,4,2.0,Male,2.0,3.0,1,0
129180,2024/7/3 15:14,59403,3,6,5,1,2.0,Male,2.0,3.0,1,1
85881,2024/7/3 6:07,43032,0,6,5,0,3.0,Male,3.0,3.0,1,1
32113,2024/7/2 12:12,18277,0,3,0,2,2.0,Male,2.0,3.0,0,0
152018,2024/7/3 20:25,5853,3,2,2,3,2.0,Male,2.0,3.0,1,0
41114,2024/7/2 14:03,21356,3,8,7,4,2.0,Male,2.0,3.0,0,1
93624,2024/7/3 7:38,9481,3,0,0,2,2.0,Male,2.0,3.0,1,0
83678,2024/7/3 5:26,29566,3,0,0,3,2.0,Male,2.0,3.0,1,0
135413,2024/7/3 16:59,61791,1,8,7,4,1.0,Male,1.0,3.0,0,1
152912,2024/7/3 20:33,68187,3,2,2,2,2.0,Male,2.0,3.0,1,1
123705,2024/7/3 14:00,57335,3,2,2,3,,,,,0,1
139361,2024/7/3 17:59,63224,0,2,2,2,5.0,Male,5.0,3.0,0,1
313398,2024/7/5 22:26,8126,0,2,2,2,1.0,Male,1.0,2.0,0,1
288788,2024/7/5 18:03,13904,2,6,5,3,10.0,Female,4.0,3.0,1,1
253540,2024/7/5 10:02,14611,4,3,0,3,3.0,Male,3.0,3.0,1,0
223185,2024/7/4 20:28,91843,0,2,2,2,3.0,Male,3.0,3.0,0,1
30828,2024/7/2 11:57,17543,3,5,4,1,3.0,Male,3.0,3.0,1,1
151195,2024/7/3 20:17,33546,5,5,4,0,4.0,Male,4.0,3.0,0,0
265865,2024/7/5 12:51,32706,0,3,0,2,3.0,Male,3.0,3.0,0,0
293768,2024/7/5 18:58,111783,7,7,6,4,2.0,Male,2.0,3.0,0,0
252362,2024/7/5 9:47,100462,1,8,7,4,1.0,Male,1.0,3.0,0,1
238238,2024/7/5 5:56,96266,3,2,2,2,3.0,Male,3.0,3.0,0,0
305333,2024/7/5 20:30,113786,3,6,5,1,3.0,Male,3.0,3.0,1,1
54247,2024/7/2 17:16,24278,0,2,2,2,5.0,Male,5.0,3.0,1,1
75660,2024/7/2 21:32,38867,0,2,2,2,2.0,Male,2.0,3.0,1,1
227366,2024/7/4 21:01,33527,3,3,0,0,3.0,Male,3.0,3.0,0,1
22994,2024/7/2 10:23,13554,0,0,0,0,2.0,Male,2.0,3.0,0,1
147292,2024/7/3 19:39,66145,3,0,0,0,3.0,Male,3.0,3.0,1,1
295480,2024/7/5 19:14,95677,3,8,7,4,1.0,Male,1.0,3.0,0,1
75114,2024/7/2 21:23,38632,6,5,4,0,5.0,Male,5.0,3.0,0,1
114725,2024/7/3 11:46,14236,0,7,6,4,1.0,Male,1.0,3.0,0,0
85998,2024/7/3 6:09,43252,1,3,0,3,3.0,Male,3.0,3.0,1,1
216344,2024/7/4 19:32,89706,3,0,0,2,3.0,Male,3.0,3.0,0,1
301017,2024/7/5 19:57,113687,1,0,0,3,2.0,Male,2.0,3.0,1,1
263388,2024/7/5 12:15,8125,1,0,0,3,2.0,Male,2.0,3.0,0,1
113783,2024/7/3 11:32,53733,3,2,2,2,5.0,Male,5.0,3.0,0,1
288493,2024/7/5 18:00,97060,1,4,3,4,9.0,Female,3.0,3.0,1,0
290745,2024/7/5 18:26,111002,4,3,0,3,2.0,Male,2.0,3.0,1,1
45652,2024/7/2 14:59,24697,3,7,6,4,2.0,Male,2.0,3.0,0,0
300755,2024/7/5 19:55,113621,7,5,4,3,10.0,Female,4.0,3.0,1,1
137464,2024/7/3 17:28,14338,2,2,2,2,2.0,Male,2.0,3.0,1,0
168888,2024/7/4 7:38,22385,0,2,2,2,2.0,Male,2.0,3.0,1,0
223188,2024/7/4 20:28,91846,0,2,2,2,6.0,Male,6.0,2.0,0,1
252699,2024/7/5 9:51,83205,0,0,0,0,3.0,Male,3.0,3.0,1,1
221643,2024/7/4 20:17,39795,3,8,7,4,5.0,Male,5.0,3.0,0,0
110014,2024/7/3 10:43,41507,4,0,0,3,2.0,Male,2.0,2.0,0,0
281731,2024/7/5 16:33,25561,3,6,5,1,3.0,Male,3.0,3.0,1,1
55060,2024/7/2 17:29,29458,5,5,4,0,3.0,Male,3.0,3.0,0,1
174989,2024/7/4 9:52,58737,3,2,2,2,1.0,Male,1.0,3.0,0,0
44893,2024/7/2 14:49,23750,0,2,2,3,5.0,Male,5.0,3.0,1,1
229574,2024/7/4 21:21,49085,0,2,2,2,3.0,Male,3.0,3.0,1,1
91238,2024/7/3 7:12,35804,7,7,6,4,,,,,0,1
117871,2024/7/3 12:30,12729,3,0,0,0,4.0,Male,4.0,3.0,1,1
213394,2024/7/4 19:05,7572,0,2,2,2,3.0,Male,3.0,3.0,0,1
179045,2024/7/4 10:48,77452,8,4,3,4,1.0,Male,1.0,3.0,0,1
88821,2024/7/3 6:46,4184,3,0,0,3,,,,,1,0
29134,2024/7/2 11:36,16762,0,3,0,2,3.0,Male,3.0,3.0,1,1
225223,2024/7/4 20:43,92442,0,2,2,2,3.0,Male,3.0,3.0,1,0
298238,2024/7/5 19:36,112972,0,0,0,0,1.0,Male,1.0,3.0,0,0
65474,2024/7/2 19:46,34325,3,2,2,2,3.0,Male,3.0,3.0,1,1
71349,2024/7/2 20:44,37040,0,3,0,2,3.0,Male,3.0,3.0,1,1
309414,2024/7/5 21:04,115823,1,7,6,4,2.0,Male,2.0,3.0,0,1
183110,2024/7/4 11:50,77370,1,3,0,3,3.0,Male,3.0,3.0,1,1
32921,2024/7/2 12:21,18680,3,2,2,2,2.0,Male,2.0,3.0,0,0
58396,2024/7/2 18:19,21237,0,3,0,1,3.0,Male,3.0,3.0,0,0
173637,2024/7/4 9:21,75506,0,2,2,2,7.0,Female,1.0,3.0,0,1
126293,2024/7/3 14:36,9220,3,0,0,0,3.0,Male,3.0,3.0,1,0
249373,2024/7/5 8:56,99603,3,1,1,1,3.0,Male,3.0,3.0,0,0
103579,2024/7/3 9:28,1559,3,0,0,3,2.0,Male,2.0,3.0,1,0
280494,2024/7/5 16:17,54270,5,5,4,0,3.0,Male,3.0,3.0,1,0
210972,2024/7/4 18:39,80167,0,2,2,2,11.0,Female,5.0,3.0,0,1
91325,2024/7/3 7:13,43304,3,0,0,0,2.0,Male,2.0,3.0,0,1
258222,2024/7/5 11:03,71591,0,2,2,2,5.0,Male,5.0,2.0,0,1
279054,2024/7/5 15:57,79273,0,1,1,1,4.0,Male,4.0,2.0,1,0
111363,2024/7/3 10:59,33910,3,2,2,2,5.0,Male,5.0,2.0,0,1
149471,2024/7/3 20:01,66943,0,0,0,0,2.0,Male,2.0,3.0,1,0
52311,2024/7/2 16:43,28109,0,2,2,2,2.0,Male,2.0,3.0,1,0
123761,2024/7/3 14:01,57360,4,3,0,3,,,,,1,0
21785,2024/7/2 10:07,12901,0,2,2,2,3.0,Male,3.0,3.0,1,1
184949,2024/7/4 12:18,54093,0,3,0,1,3.0,Male,3.0,3.0,1,0
114969,2024/7/3 11:50,54166,9,2,2,3,8.0,Female,2.0,3.0,0,1
92696,2024/7/3 7:27,3254,1,8,7,4,2.0,Male,2.0,3.0,0,1
29145,2024/7/2 11:36,16768,0,0,0,0,3.0,Male,3.0,3.0,0,1
233291,2024/7/4 23:29,1103,5,0,0,0,9.0,Female,3.0,3.0,0,0
218252,2024/7/4 19:49,48965,1,8,7,4,3.0,Male,3.0,3.0,0,0
146441,2024/7/3 19:30,11154,3,0,0,0,4.0,Male,4.0,3.0,1,1
134327,2024/7/3 16:40,8529,3,0,0,0,2.0,Male,2.0,3.0,0,1
164806,2024/7/4 6:02,16844,3,2,2,2,2.0,Male,2.0,3.0,0,1
185222,2024/7/4 12:22,14896,0,2,2,2,3.0,Male,3.0,3.0,1,1
94273,2024/7/3 7:46,46417,2,0,0,3,2.0,Male,2.0,3.0,0,1
145127,2024/7/3 19:16,65325,0,2,2,2,5.0,Male,5.0,3.0,0,1
178159,2024/7/4 10:35,77140,0,2,2,2,5.0,Male,5.0,3.0,1,0
16762,2024/7/2 8:54,8949,5,6,5,3,2.0,Male,2.0,3.0,0,0
303614,2024/7/5 20:18,50031,3,0,0,0,3.0,Male,3.0,3.0,1,0
175067,2024/7/4 9:54,76032,1,3,0,3,1.0,Male,1.0,3.0,0,1
72279,2024/7/2 20:53,37429,1,8,7,4,1.0,Male,1.0,3.0,0,1
257279,2024/7/5 10:51,26838,5,6,5,3,4.0,Male,4.0,3.0,0,0
52628,2024/7/2 16:49,28265,1,1,1,3,3.0,Male,3.0,3.0,1,1
149616,2024/7/3 20:02,65866,3,7,6,4,2.0,Male,2.0,3.0,1,1
198584,2024/7/4 15:26,82048,3,0,0,0,,,,,0,0
214258,2024/7/4 19:13,89056,5,6,5,1,9.0,Female,3.0,1.0,0,0
228717,2024/7/4 21:13,1918,1,1,1,3,2.0,Male,2.0,3.0,0,1
296907,2024/7/5 19:25,27228,9,6,5,2,3.0,Male,3.0,3.0,1,1
59483,2024/7/2 18:33,31554,0,2,2,2,5.0,Male,5.0,3.0,0,1
217813,2024/7/4 19:46,90208,3,2,2,2,,,,,0,1
285318,2024/7/5 17:18,73519,3,6,5,2,3.0,Male,3.0,3.0,0,0
273430,2024/7/5 14:37,106422,8,4,3,4,,,,,1,0
19067,2024/7/2 9:29,5157,3,7,6,4,2.0,Male,2.0,3.0,0,0
159114,2024/7/3 22:20,69586,3,8,7,4,,,,,0,0
229758,2024/7/4 21:23,33997,0,3,0,1,1.0,Male,1.0,3.0,0,0
140029,2024/7/3 18:09,63475,9,8,7,4,2.0,Male,2.0,3.0,0,0
295743,2024/7/5 19:16,112304,0,0,0,0,2.0,Male,2.0,2.0,1,1
253799,2024/7/5 10:05,100867,0,3,0,1,5.0,Male,5.0,3.0,1,0
159305,2024/7/3 22:28,934,0,1,1,1,4.0,Male,4.0,2.0,0,0
162914,2024/7/4 4:54,71658,8,4,3,4,1.0,Male,1.0,3.0,0,0
149843,2024/7/3 20:04,67071,0,2,2,2,3.0,Male,3.0,3.0,1,1
12209,2024/7/2 7:42,7400,0,0,0,0,2.0,Male,2.0,3.0,0,0
34634,2024/7/2 12:42,18035,5,5,4,0,3.0,Male,3.0,2.0,1,0
224523,2024/7/4 20:38,226,3,2,2,2,3.0,Male,3.0,3.0,1,0
29980,2024/7/2 11:46,10643,3,3,0,2,4.0,Male,4.0,3.0,1,0
21833,2024/7/2 10:07,12924,5,3,0,3,2.0,Male,2.0,3.0,1,0
37562,2024/7/2 13:19,20977,1,3,0,3,9.0,Female,3.0,3.0,1,1
282587,2024/7/5 16:44,108888,5,5,4,0,3.0,Male,3.0,3.0,1,0
233130,2024/7/4 23:13,94793,0,3,0,1,3.0,Male,3.0,3.0,1,0
245053,2024/7/5 7:50,98347,3,2,2,2,2.0,Male,2.0,3.0,0,1
296047,2024/7/5 19:18,112379,5,5,4,0,5.0,Male,5.0,3.0,0,1
69469,2024/7/2 20:26,36177,9,2,2,3,2.0,Male,2.0,3.0,0,0
50515,2024/7/2 16:11,27178,0,2,2,2,2.0,Male,2.0,3.0,1,1
